              0	              0	              0	              0	              0	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
    1.22465e-15	    1.22465e-15	    1.22465e-15	    1.22465e-15	    1.22465e-15	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -2.44929e-15	   -2.44929e-15	   -2.44929e-15	   -2.44929e-15	   -2.44929e-15	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
    3.67394e-15	    3.67394e-15	    3.67394e-15	    3.67394e-15	    3.67394e-15	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -4.89859e-15	   -4.89859e-15	   -4.89859e-15	   -4.89859e-15	   -4.89859e-15	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -1.16403e-14	   -1.16403e-14	   -1.16403e-14	   -1.16403e-14	   -1.16403e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -7.34788e-15	   -7.34788e-15	   -7.34788e-15	   -7.34788e-15	   -7.34788e-15	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
    8.57253e-15	    8.57253e-15	    8.57253e-15	    8.57253e-15	    8.57253e-15	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -9.79717e-15	   -9.79717e-15	   -9.79717e-15	   -9.79717e-15	   -9.79717e-15	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -2.45053e-14	   -2.45053e-14	   -2.45053e-14	   -2.45053e-14	   -2.45053e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
    2.32807e-14	    2.32807e-14	    2.32807e-14	    2.32807e-14	    2.32807e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
    -2.2056e-14	    -2.2056e-14	    -2.2056e-14	    -2.2056e-14	    -2.2056e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -1.46958e-14	   -1.46958e-14	   -1.46958e-14	   -1.46958e-14	   -1.46958e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -1.96067e-14	   -1.96067e-14	   -1.96067e-14	   -1.96067e-14	   -1.96067e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -1.71451e-14	   -1.71451e-14	   -1.71451e-14	   -1.71451e-14	   -1.71451e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -1.71574e-14	   -1.71574e-14	   -1.71574e-14	   -1.71574e-14	   -1.71574e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
   -1.95943e-14	   -1.95943e-14	   -1.95943e-14	   -1.95943e-14	   -1.95943e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -1.47081e-14	   -1.47081e-14	   -1.47081e-14	   -1.47081e-14	   -1.47081e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
    4.90106e-14	    4.90106e-14	    4.90106e-14	    4.90106e-14	    4.90106e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
   -1.22588e-14	   -1.22588e-14	   -1.22588e-14	   -1.22588e-14	   -1.22588e-14	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -9.51057	       -9.51057	       -9.51057	       -9.51057	       -9.51057	
       -5.87785	       -5.87785	       -5.87785	       -5.87785	       -5.87785	
    4.65613e-14	    4.65613e-14	    4.65613e-14	    4.65613e-14	    4.65613e-14	
        5.87785	        5.87785	        5.87785	        5.87785	        5.87785	
        9.51057	        9.51057	        9.51057	        9.51057	        9.51057	
