              0              0              0              0              0
    -0.00609829    -0.00609829    -0.00609829    -0.00609829    -0.00609829
     -0.0601343     -0.0601343     -0.0601343     -0.0601343     -0.0601343
     -0.0229131     -0.0229131     -0.0229131     -0.0229131     -0.0229131
     -0.0755269     -0.0755269     -0.0755269     -0.0755269     -0.0755269
     -0.0700871     -0.0700871     -0.0700871     -0.0700871     -0.0700871
     -0.0293409     -0.0293409     -0.0293409     -0.0293409     -0.0293409
     -0.0261936     -0.0261936     -0.0261936     -0.0261936     -0.0261936
     -0.0512158     -0.0512158     -0.0512158     -0.0512158     -0.0512158
     -0.0255284     -0.0255284     -0.0255284     -0.0255284     -0.0255284
      -0.014217      -0.014217      -0.014217      -0.014217      -0.014217
      0.0927277      0.0927277      0.0927277      0.0927277      0.0927277
       0.106677       0.106677       0.106677       0.106677       0.106677
       0.152392       0.152392       0.152392       0.152392       0.152392
       0.183942       0.183942       0.183942       0.183942       0.183942
       0.168353       0.168353       0.168353       0.168353       0.168353
       0.143095       0.143095       0.143095       0.143095       0.143095
       0.101582       0.101582       0.101582       0.101582       0.101582
       0.161924       0.161924       0.161924       0.161924       0.161924
       0.107036       0.107036       0.107036       0.107036       0.107036
      -0.031934      -0.031934      -0.031934      -0.031934      -0.031934
     -0.0689743     -0.0689743     -0.0689743     -0.0689743     -0.0689743
     -0.0916039     -0.0916039     -0.0916039     -0.0916039     -0.0916039
      -0.187788      -0.187788      -0.187788      -0.187788      -0.187788
       -0.17588       -0.17588       -0.17588       -0.17588       -0.17588
      -0.211818      -0.211818      -0.211818      -0.211818      -0.211818
      -0.201885      -0.201885      -0.201885      -0.201885      -0.201885
      -0.201025      -0.201025      -0.201025      -0.201025      -0.201025
      -0.224946      -0.224946      -0.224946      -0.224946      -0.224946
      -0.217386      -0.217386      -0.217386      -0.217386      -0.217386
      -0.163604      -0.163604      -0.163604      -0.163604      -0.163604
      -0.136578      -0.136578      -0.136578      -0.136578      -0.136578
      -0.167213      -0.167213      -0.167213      -0.167213      -0.167213
     -0.0887371     -0.0887371     -0.0887371     -0.0887371     -0.0887371
     -0.0440052     -0.0440052     -0.0440052     -0.0440052     -0.0440052
     -0.0585666     -0.0585666     -0.0585666     -0.0585666     -0.0585666
     -0.0220098     -0.0220098     -0.0220098     -0.0220098     -0.0220098
      0.0396669      0.0396669      0.0396669      0.0396669      0.0396669
      0.0400075      0.0400075      0.0400075      0.0400075      0.0400075
      0.0237514      0.0237514      0.0237514      0.0237514      0.0237514
      0.0801073      0.0801073      0.0801073      0.0801073      0.0801073
      0.0103881      0.0103881      0.0103881      0.0103881      0.0103881
     0.00331463     0.00331463     0.00331463     0.00331463     0.00331463
     -0.0203991     -0.0203991     -0.0203991     -0.0203991     -0.0203991
     -0.0157656     -0.0157656     -0.0157656     -0.0157656     -0.0157656
       0.068686       0.068686       0.068686       0.068686       0.068686
      0.0647396      0.0647396      0.0647396      0.0647396      0.0647396
      0.0412222      0.0412222      0.0412222      0.0412222      0.0412222
      0.0233983      0.0233983      0.0233983      0.0233983      0.0233983
    -0.00811964    -0.00811964    -0.00811964    -0.00811964    -0.00811964
       -0.08753       -0.08753       -0.08753       -0.08753       -0.08753
       -0.13256       -0.13256       -0.13256       -0.13256       -0.13256
     -0.0860746     -0.0860746     -0.0860746     -0.0860746     -0.0860746
     -0.0265358     -0.0265358     -0.0265358     -0.0265358     -0.0265358
     -0.0914875     -0.0914875     -0.0914875     -0.0914875     -0.0914875
      -0.135501      -0.135501      -0.135501      -0.135501      -0.135501
      -0.050247      -0.050247      -0.050247      -0.050247      -0.050247
     -0.0397977     -0.0397977     -0.0397977     -0.0397977     -0.0397977
     -0.0459031     -0.0459031     -0.0459031     -0.0459031     -0.0459031
      0.0273007      0.0273007      0.0273007      0.0273007      0.0273007
     -0.0737463     -0.0737463     -0.0737463     -0.0737463     -0.0737463
     -0.0416612     -0.0416612     -0.0416612     -0.0416612     -0.0416612
     -0.0402855     -0.0402855     -0.0402855     -0.0402855     -0.0402855
     -0.0124912     -0.0124912     -0.0124912     -0.0124912     -0.0124912
     -0.0717438     -0.0717438     -0.0717438     -0.0717438     -0.0717438
     -0.0123192     -0.0123192     -0.0123192     -0.0123192     -0.0123192
      0.0161633      0.0161633      0.0161633      0.0161633      0.0161633
      -0.056431      -0.056431      -0.056431      -0.056431      -0.056431
     -0.0593108     -0.0593108     -0.0593108     -0.0593108     -0.0593108
    -0.00929496    -0.00929496    -0.00929496    -0.00929496    -0.00929496
     -0.0197723     -0.0197723     -0.0197723     -0.0197723     -0.0197723
     -0.0396789     -0.0396789     -0.0396789     -0.0396789     -0.0396789
     -0.0901113     -0.0901113     -0.0901113     -0.0901113     -0.0901113
     -0.0923481     -0.0923481     -0.0923481     -0.0923481     -0.0923481
      -0.142778      -0.142778      -0.142778      -0.142778      -0.142778
     -0.0983336     -0.0983336     -0.0983336     -0.0983336     -0.0983336
     -0.0975391     -0.0975391     -0.0975391     -0.0975391     -0.0975391
     -0.0878697     -0.0878697     -0.0878697     -0.0878697     -0.0878697
     -0.0868134     -0.0868134     -0.0868134     -0.0868134     -0.0868134
     -0.0815306     -0.0815306     -0.0815306     -0.0815306     -0.0815306
      -0.020367      -0.020367      -0.020367      -0.020367      -0.020367
     -0.0272411     -0.0272411     -0.0272411     -0.0272411     -0.0272411
      0.0405054      0.0405054      0.0405054      0.0405054      0.0405054
      0.0935882      0.0935882      0.0935882      0.0935882      0.0935882
       0.111437       0.111437       0.111437       0.111437       0.111437
       0.112496       0.112496       0.112496       0.112496       0.112496
       0.109822       0.109822       0.109822       0.109822       0.109822
       0.110676       0.110676       0.110676       0.110676       0.110676
      0.0125206      0.0125206      0.0125206      0.0125206      0.0125206
      0.0614248      0.0614248      0.0614248      0.0614248      0.0614248
      0.0470456      0.0470456      0.0470456      0.0470456      0.0470456
      0.0911967      0.0911967      0.0911967      0.0911967      0.0911967
       0.136182       0.136182       0.136182       0.136182       0.136182
      0.0922779      0.0922779      0.0922779      0.0922779      0.0922779
      0.0897958      0.0897958      0.0897958      0.0897958      0.0897958
       0.185545       0.185545       0.185545       0.185545       0.185545
        0.17018        0.17018        0.17018        0.17018        0.17018
       0.200461       0.200461       0.200461       0.200461       0.200461
      0.0476097      0.0476097      0.0476097      0.0476097      0.0476097
       0.112495       0.112495       0.112495       0.112495       0.112495
      0.0936485      0.0936485      0.0936485      0.0936485      0.0936485
      0.0642321      0.0642321      0.0642321      0.0642321      0.0642321
      0.0404218      0.0404218      0.0404218      0.0404218      0.0404218
     0.00939123     0.00939123     0.00939123     0.00939123     0.00939123
      0.0890768      0.0890768      0.0890768      0.0890768      0.0890768
        0.13038        0.13038        0.13038        0.13038        0.13038
       0.148419       0.148419       0.148419       0.148419       0.148419
      0.0789372      0.0789372      0.0789372      0.0789372      0.0789372
       0.103062       0.103062       0.103062       0.103062       0.103062
       0.125512       0.125512       0.125512       0.125512       0.125512
       0.112379       0.112379       0.112379       0.112379       0.112379
      0.0604873      0.0604873      0.0604873      0.0604873      0.0604873
     0.00801463     0.00801463     0.00801463     0.00801463     0.00801463
     -0.0276012     -0.0276012     -0.0276012     -0.0276012     -0.0276012
      0.0196664      0.0196664      0.0196664      0.0196664      0.0196664
    -0.00048608    -0.00048608    -0.00048608    -0.00048608    -0.00048608
      0.0597102      0.0597102      0.0597102      0.0597102      0.0597102
      0.0388543      0.0388543      0.0388543      0.0388543      0.0388543
       0.020041       0.020041       0.020041       0.020041       0.020041
    -0.00343312    -0.00343312    -0.00343312    -0.00343312    -0.00343312
     -0.0169598     -0.0169598     -0.0169598     -0.0169598     -0.0169598
      0.0437761      0.0437761      0.0437761      0.0437761      0.0437761
      0.0689576      0.0689576      0.0689576      0.0689576      0.0689576
       0.100385       0.100385       0.100385       0.100385       0.100385
       0.161477       0.161477       0.161477       0.161477       0.161477
      0.0706423      0.0706423      0.0706423      0.0706423      0.0706423
       0.111964       0.111964       0.111964       0.111964       0.111964
       0.109875       0.109875       0.109875       0.109875       0.109875
      0.0529853      0.0529853      0.0529853      0.0529853      0.0529853
       0.133185       0.133185       0.133185       0.133185       0.133185
       0.162438       0.162438       0.162438       0.162438       0.162438
       0.162201       0.162201       0.162201       0.162201       0.162201
       0.146686       0.146686       0.146686       0.146686       0.146686
      0.0460225      0.0460225      0.0460225      0.0460225      0.0460225
      0.0725509      0.0725509      0.0725509      0.0725509      0.0725509
       0.192449       0.192449       0.192449       0.192449       0.192449
       0.222846       0.222846       0.222846       0.222846       0.222846
       0.114072       0.114072       0.114072       0.114072       0.114072
      0.0563438      0.0563438      0.0563438      0.0563438      0.0563438
     -0.0531515     -0.0531515     -0.0531515     -0.0531515     -0.0531515
      -0.101027      -0.101027      -0.101027      -0.101027      -0.101027
      -0.103738      -0.103738      -0.103738      -0.103738      -0.103738
      -0.111854      -0.111854      -0.111854      -0.111854      -0.111854
     -0.0475595     -0.0475595     -0.0475595     -0.0475595     -0.0475595
    7.22925e-05    7.22925e-05    7.22925e-05    7.22925e-05    7.22925e-05
       0.102015       0.102015       0.102015       0.102015       0.102015
      0.0719163      0.0719163      0.0719163      0.0719163      0.0719163
      0.0146704      0.0146704      0.0146704      0.0146704      0.0146704
      0.0301482      0.0301482      0.0301482      0.0301482      0.0301482
      0.0441571      0.0441571      0.0441571      0.0441571      0.0441571
     -0.0643031     -0.0643031     -0.0643031     -0.0643031     -0.0643031
     -0.0688049     -0.0688049     -0.0688049     -0.0688049     -0.0688049
    -0.00537496    -0.00537496    -0.00537496    -0.00537496    -0.00537496
      0.0734141      0.0734141      0.0734141      0.0734141      0.0734141
      0.0499779      0.0499779      0.0499779      0.0499779      0.0499779
       0.100292       0.100292       0.100292       0.100292       0.100292
       0.135987       0.135987       0.135987       0.135987       0.135987
       0.141537       0.141537       0.141537       0.141537       0.141537
       0.154651       0.154651       0.154651       0.154651       0.154651
       0.147329       0.147329       0.147329       0.147329       0.147329
       0.128987       0.128987       0.128987       0.128987       0.128987
      0.0490393      0.0490393      0.0490393      0.0490393      0.0490393
      0.0579733      0.0579733      0.0579733      0.0579733      0.0579733
       0.127354       0.127354       0.127354       0.127354       0.127354
       0.164792       0.164792       0.164792       0.164792       0.164792
       0.115142       0.115142       0.115142       0.115142       0.115142
      0.0383551      0.0383551      0.0383551      0.0383551      0.0383551
     0.00400238     0.00400238     0.00400238     0.00400238     0.00400238
     -0.0117382     -0.0117382     -0.0117382     -0.0117382     -0.0117382
     -0.0359536     -0.0359536     -0.0359536     -0.0359536     -0.0359536
     -0.0756678     -0.0756678     -0.0756678     -0.0756678     -0.0756678
      0.0404479      0.0404479      0.0404479      0.0404479      0.0404479
     -0.0863109     -0.0863109     -0.0863109     -0.0863109     -0.0863109
     -0.0692901     -0.0692901     -0.0692901     -0.0692901     -0.0692901
     -0.0791403     -0.0791403     -0.0791403     -0.0791403     -0.0791403
      -0.165531      -0.165531      -0.165531      -0.165531      -0.165531
      -0.115632      -0.115632      -0.115632      -0.115632      -0.115632
       -0.11039       -0.11039       -0.11039       -0.11039       -0.11039
      -0.129413      -0.129413      -0.129413      -0.129413      -0.129413
      -0.110149      -0.110149      -0.110149      -0.110149      -0.110149
     -0.0203468     -0.0203468     -0.0203468     -0.0203468     -0.0203468
      -0.028577      -0.028577      -0.028577      -0.028577      -0.028577
     -0.0383468     -0.0383468     -0.0383468     -0.0383468     -0.0383468
     -0.0838374     -0.0838374     -0.0838374     -0.0838374     -0.0838374
     -0.0651817     -0.0651817     -0.0651817     -0.0651817     -0.0651817
     -0.0866768     -0.0866768     -0.0866768     -0.0866768     -0.0866768
      -0.161183      -0.161183      -0.161183      -0.161183      -0.161183
      -0.140886      -0.140886      -0.140886      -0.140886      -0.140886
      -0.115156      -0.115156      -0.115156      -0.115156      -0.115156
     -0.0103074     -0.0103074     -0.0103074     -0.0103074     -0.0103074
     -0.0386197     -0.0386197     -0.0386197     -0.0386197     -0.0386197
     -0.0250617     -0.0250617     -0.0250617     -0.0250617     -0.0250617
     -0.0956967     -0.0956967     -0.0956967     -0.0956967     -0.0956967
      -0.104115      -0.104115      -0.104115      -0.104115      -0.104115
      -0.161738      -0.161738      -0.161738      -0.161738      -0.161738
      -0.108978      -0.108978      -0.108978      -0.108978      -0.108978
     -0.0786259     -0.0786259     -0.0786259     -0.0786259     -0.0786259
      -0.112431      -0.112431      -0.112431      -0.112431      -0.112431
     -0.0661138     -0.0661138     -0.0661138     -0.0661138     -0.0661138
     -0.0249886     -0.0249886     -0.0249886     -0.0249886     -0.0249886
      0.0170941      0.0170941      0.0170941      0.0170941      0.0170941
      0.0102763      0.0102763      0.0102763      0.0102763      0.0102763
       0.012099       0.012099       0.012099       0.012099       0.012099
      0.0439027      0.0439027      0.0439027      0.0439027      0.0439027
     -0.0173953     -0.0173953     -0.0173953     -0.0173953     -0.0173953
     -0.0817947     -0.0817947     -0.0817947     -0.0817947     -0.0817947
      -0.109207      -0.109207      -0.109207      -0.109207      -0.109207
      -0.119289      -0.119289      -0.119289      -0.119289      -0.119289
      -0.128585      -0.128585      -0.128585      -0.128585      -0.128585
       -0.10196       -0.10196       -0.10196       -0.10196       -0.10196
     -0.0895778     -0.0895778     -0.0895778     -0.0895778     -0.0895778
     -0.0925969     -0.0925969     -0.0925969     -0.0925969     -0.0925969
     -0.0860843     -0.0860843     -0.0860843     -0.0860843     -0.0860843
     -0.0868286     -0.0868286     -0.0868286     -0.0868286     -0.0868286
     -0.0799774     -0.0799774     -0.0799774     -0.0799774     -0.0799774
       -0.11324       -0.11324       -0.11324       -0.11324       -0.11324
      -0.105934      -0.105934      -0.105934      -0.105934      -0.105934
       -0.13669       -0.13669       -0.13669       -0.13669       -0.13669
      -0.103166      -0.103166      -0.103166      -0.103166      -0.103166
      -0.111543      -0.111543      -0.111543      -0.111543      -0.111543
